longitude,latitude,Location Name,Address
-111.927426,33.581099,"White Castle-Scottsdale,AZ","7127 East Shea Blvd [ste 7], Scottsdale,AZ 85254, (480) 261-1490"
-111.880474,33.554902,"White Castle-Scottsdale,AZ","9310 East Via De Ventura, Scottsdale,AZ 85258, (480) 291-5700"
-81.490129,28.398966,"White Castle-Orlando,FL","11595 Daryl Carter Pkwy, Orlando,FL 32836, (407) 813-2516"
-88.043079,41.933176,"White Castle-Addison,IL","2110 Army Trail Rd, Addison,IL 60101, (630) 953-2955 "
-87.739418,41.671167,"White Castle-Alsip,IL","12156 S Cicero Ave, Alsip,IL 60803, (708) 388-1435 "
-90.140089,38.914618,"White Castle-Alton,IL","2998 Homer Adams Pkwy, Alton,IL 62002, (618) 462-4928 "
-88.316894,41.781535,"White Castle-Aurora,IL","1219 Lake St, Aurora,IL 60506, (630) 859-0130 "
-89.929086,38.569024,"White Castle-Belleville,IL","1141 N Green Mount Road, Belleville,IL 62221, (618) 622-0480 "
-90.034047,38.525518,"White Castle-Belleville,IL","5820 Belleville Crossing St, Belleville,IL 62226, (618) 233-2385 "
-87.80186,41.824144,"White Castle-Berwyn,IL","7155 W Ogden Ave, Berwyn,IL 60402, (708) 795-6811 "
-87.679915,41.662347,"White Castle-Blue Island,IL","12709 S Western Ave, Blue Island,IL 60406, (708) 385-9475 "
-88.06809,41.697885,"White Castle-Bolingbrook,IL","120 S Bolingbrook Dr, Bolingbrook,IL 60440, (630) 739-3336 "
-87.85203,41.172732,"White Castle-Bradley,IL","1583 N State Route 50, Bradley,IL 60915, (815) 928-8460 "
-87.79997,41.747954,"White Castle-Bridgeview,IL","7900 S Harlem Ave, Bridgeview,IL 60455, (708) 594-7060 "
-90.174542,38.560559,"White Castle-Cahokia,IL","1260 Camp Jackson Rd, Cahokia,IL 62206, (618) 337-0495"
-87.561732,41.60079,"White Castle-Calumet City,IL","1551 River Oaks Dr, Calumet City,IL 60409, (708) 891-0490 "
